molecule_name,potential_energy
dsgdb9nsd_068177,-364.9581
dsgdb9nsd_068178,-380.9797
dsgdb9nsd_068182,-400.8589
dsgdb9nsd_068185,-424.4028
dsgdb9nsd_068187,-388.4959
dsgdb9nsd_068189,-388.4963
dsgdb9nsd_068190,-424.397
dsgdb9nsd_068193,-382.2286
dsgdb9nsd_068194,-386.0001
dsgdb9nsd_068196,-386.0059
dsgdb9nsd_068197,-402.1038
dsgdb9nsd_068198,-382.217
dsgdb9nsd_068200,-402.1064
dsgdb9nsd_068201,-402.021
dsgdb9nsd_068202,-418.1177
dsgdb9nsd_068203,-387.2845
dsgdb9nsd_068204,-423.1773
dsgdb9nsd_068205,-403.3381
dsgdb9nsd_068206,-423.1821
dsgdb9nsd_068208,-423.1842
dsgdb9nsd_068209,-439.2387
dsgdb9nsd_068210,-439.2007
dsgdb9nsd_068211,-386.0416
dsgdb9nsd_068212,-421.9343
dsgdb9nsd_068213,-421.9429
dsgdb9nsd_068214,-351.3499
dsgdb9nsd_068215,-387.2474
dsgdb9nsd_068217,-387.2485
dsgdb9nsd_068219,-423.1484
dsgdb9nsd_068220,-387.2532
dsgdb9nsd_068221,-423.1551
dsgdb9nsd_068222,-351.3582
dsgdb9nsd_068224,-367.3806
dsgdb9nsd_068228,-403.2917
dsgdb9nsd_068229,-423.1627
dsgdb9nsd_068230,-403.264
dsgdb9nsd_068232,-403.2845
dsgdb9nsd_068233,-423.168
dsgdb9nsd_068234,-403.286
dsgdb9nsd_068235,-351.3192
dsgdb9nsd_068236,-387.2243
dsgdb9nsd_068238,-423.1192
dsgdb9nsd_068242,-387.2503
dsgdb9nsd_068244,-387.2534
dsgdb9nsd_068246,-423.1491
dsgdb9nsd_068247,-403.2647
dsgdb9nsd_068249,-423.1515
dsgdb9nsd_068250,-423.1528
dsgdb9nsd_068251,-439.1653
dsgdb9nsd_068255,-398.2065
dsgdb9nsd_068259,-382.1967
dsgdb9nsd_068260,-385.9668
dsgdb9nsd_068261,-402.0637
dsgdb9nsd_068262,-382.1858
dsgdb9nsd_068264,-401.9941
dsgdb9nsd_068265,-418.0901
dsgdb9nsd_068266,-385.9554
dsgdb9nsd_068267,-402.053
dsgdb9nsd_068268,-418.0876
dsgdb9nsd_068269,-421.8531
dsgdb9nsd_068271,-366.0723
dsgdb9nsd_068275,-418.0979
dsgdb9nsd_068278,-423.1388
dsgdb9nsd_068279,-439.1567
dsgdb9nsd_068280,-387.2349
dsgdb9nsd_068281,-423.1407
dsgdb9nsd_068282,-439.1728
dsgdb9nsd_068284,-459.0387
dsgdb9nsd_068289,-387.2054
dsgdb9nsd_068290,-387.2016
dsgdb9nsd_068291,-423.1067
dsgdb9nsd_068292,-423.095
dsgdb9nsd_068293,-403.2205
dsgdb9nsd_068294,-387.215
dsgdb9nsd_068295,-423.1196
dsgdb9nsd_068296,-423.1091
dsgdb9nsd_068297,-403.2342
dsgdb9nsd_068298,-439.1264
dsgdb9nsd_068299,-351.3019
dsgdb9nsd_068300,-387.2015
dsgdb9nsd_068301,-367.3307
dsgdb9nsd_068302,-387.1982
dsgdb9nsd_068303,-423.0957
dsgdb9nsd_068307,-387.2061
dsgdb9nsd_068309,-403.2307
dsgdb9nsd_068310,-403.2243
dsgdb9nsd_068312,-439.1209
dsgdb9nsd_068313,-350.0592
dsgdb9nsd_068316,-385.953
dsgdb9nsd_068319,-382.1704
dsgdb9nsd_068320,-385.9631
dsgdb9nsd_068321,-402.0621
dsgdb9nsd_068322,-401.9774
dsgdb9nsd_068323,-418.0751
dsgdb9nsd_068324,-387.237
dsgdb9nsd_068326,-403.2737
dsgdb9nsd_068327,-423.1648
dsgdb9nsd_068330,-439.1983
dsgdb9nsd_068331,-439.1594
dsgdb9nsd_068332,-459.0505
dsgdb9nsd_068333,-403.2498
dsgdb9nsd_068334,-423.1412
dsgdb9nsd_068336,-439.1774
dsgdb9nsd_068337,-459.068
dsgdb9nsd_068338,-439.1555
dsgdb9nsd_068339,-348.8627
dsgdb9nsd_068341,-380.9803
dsgdb9nsd_068342,-384.7575
dsgdb9nsd_068344,-384.7666
dsgdb9nsd_068345,-400.8606
dsgdb9nsd_068347,-421.9346
dsgdb9nsd_068348,-421.9498
dsgdb9nsd_068349,-386.0775
dsgdb9nsd_068350,-421.9717
dsgdb9nsd_068351,-421.9884
dsgdb9nsd_068352,-350.1461
dsgdb9nsd_068354,-386.0499
dsgdb9nsd_068355,-351.3686
dsgdb9nsd_068356,-387.2643
dsgdb9nsd_068359,-387.274
dsgdb9nsd_068361,-403.3399
dsgdb9nsd_068363,-403.3649
dsgdb9nsd_068366,-419.4105
dsgdb9nsd_068368,-403.3368
dsgdb9nsd_068369,-439.2438
dsgdb9nsd_068370,-423.227
dsgdb9nsd_068371,-439.2755
dsgdb9nsd_068375,-403.3205
dsgdb9nsd_068378,-423.2099
dsgdb9nsd_068380,-439.2401
dsgdb9nsd_068382,-439.2241
dsgdb9nsd_068384,-387.2638
dsgdb9nsd_068385,-367.3804
dsgdb9nsd_068387,-387.2608
dsgdb9nsd_068388,-403.2942
dsgdb9nsd_068389,-423.1652
dsgdb9nsd_068391,-387.2623
dsgdb9nsd_068395,-423.1523
dsgdb9nsd_068396,-419.3104
dsgdb9nsd_068397,-439.1812
dsgdb9nsd_068398,-388.4973
dsgdb9nsd_068399,-404.5123
dsgdb9nsd_068400,-424.3944
dsgdb9nsd_068402,-440.421
dsgdb9nsd_068403,-352.5921
dsgdb9nsd_068405,-388.4914
dsgdb9nsd_068406,-388.4948
dsgdb9nsd_068407,-424.397
dsgdb9nsd_068410,-387.2435
dsgdb9nsd_068415,-403.2866
dsgdb9nsd_068417,-423.1461
dsgdb9nsd_068418,-419.3005
dsgdb9nsd_068421,-366.2053
dsgdb9nsd_068422,-382.2272
dsgdb9nsd_068426,-402.1043
dsgdb9nsd_068427,-382.2204
dsgdb9nsd_068428,-398.2612
dsgdb9nsd_068431,-386.0075
dsgdb9nsd_068432,-402.1058
dsgdb9nsd_068433,-418.1266
dsgdb9nsd_068434,-421.8962
dsgdb9nsd_068435,-437.9918
dsgdb9nsd_068437,-418.1207
dsgdb9nsd_068438,-387.2824
dsgdb9nsd_068443,-459.0806
dsgdb9nsd_068445,-351.3762
dsgdb9nsd_068446,-403.3292
dsgdb9nsd_068447,-403.326
dsgdb9nsd_068450,-439.23
dsgdb9nsd_068451,-387.3064
dsgdb9nsd_068452,-403.3664
dsgdb9nsd_068453,-403.3369
dsgdb9nsd_068454,-423.2267
dsgdb9nsd_068457,-423.2067
dsgdb9nsd_068458,-439.2641
dsgdb9nsd_068460,-439.2354
dsgdb9nsd_068462,-459.1234
dsgdb9nsd_068463,-423.216
dsgdb9nsd_068464,-439.2766
dsgdb9nsd_068466,-459.1349
dsgdb9nsd_068469,-439.2302
dsgdb9nsd_068473,-387.2755
dsgdb9nsd_068474,-387.2724
dsgdb9nsd_068475,-423.1651
dsgdb9nsd_068477,-388.501
dsgdb9nsd_068478,-388.4995
dsgdb9nsd_068481,-388.4982
dsgdb9nsd_068482,-424.3943
dsgdb9nsd_068483,-424.4007
dsgdb9nsd_068486,-424.4084
dsgdb9nsd_068489,-424.4047
dsgdb9nsd_068490,-424.403
dsgdb9nsd_068492,-440.4192
dsgdb9nsd_068493,-384.7629
dsgdb9nsd_068494,-400.8592
dsgdb9nsd_068496,-416.8815
dsgdb9nsd_068497,-420.6455
dsgdb9nsd_068498,-436.7406
dsgdb9nsd_068500,-436.7591
dsgdb9nsd_068501,-421.9374
dsgdb9nsd_068502,-437.9728
dsgdb9nsd_068503,-437.9633
dsgdb9nsd_068504,-457.8392
dsgdb9nsd_068505,-386.0361
dsgdb9nsd_068507,-402.0659
dsgdb9nsd_068508,-421.9375
dsgdb9nsd_068509,-402.0571
dsgdb9nsd_068511,-418.088
dsgdb9nsd_068513,-421.9366
dsgdb9nsd_068514,-437.9565
dsgdb9nsd_068515,-457.8264
dsgdb9nsd_068516,-421.9366
dsgdb9nsd_068517,-437.9661
dsgdb9nsd_068519,-437.9566
dsgdb9nsd_068522,-386.0864
dsgdb9nsd_068523,-402.1382
dsgdb9nsd_068524,-422.0091
dsgdb9nsd_068526,-457.9059
dsgdb9nsd_068527,-421.9865
dsgdb9nsd_068528,-350.1278
dsgdb9nsd_068529,-366.1547
dsgdb9nsd_068530,-386.0264
dsgdb9nsd_068531,-366.1558
dsgdb9nsd_068534,-402.0515
dsgdb9nsd_068535,-421.9214
dsgdb9nsd_068536,-386.029
dsgdb9nsd_068537,-402.0561
dsgdb9nsd_068538,-421.9272
dsgdb9nsd_068540,-387.2385
dsgdb9nsd_068543,-403.2717
dsgdb9nsd_068544,-423.1403
dsgdb9nsd_068547,-350.0915
dsgdb9nsd_068549,-382.1472
dsgdb9nsd_068551,-385.985
dsgdb9nsd_068552,-402.017
dsgdb9nsd_068553,-421.8888
dsgdb9nsd_068554,-385.9937
dsgdb9nsd_068555,-402.0267
dsgdb9nsd_068556,-421.8956
dsgdb9nsd_068557,-348.8505
dsgdb9nsd_068559,-380.9715
dsgdb9nsd_068560,-384.7456
dsgdb9nsd_068561,-400.8428
dsgdb9nsd_068563,-400.8516
dsgdb9nsd_068564,-386.0264
dsgdb9nsd_068566,-421.9201
dsgdb9nsd_068567,-421.9275
dsgdb9nsd_068569,-402.1191
dsgdb9nsd_068571,-386.0654
dsgdb9nsd_068572,-386.0724
dsgdb9nsd_068573,-418.1513
dsgdb9nsd_068574,-438.0169
dsgdb9nsd_068576,-421.9683
dsgdb9nsd_068579,-385.9587
dsgdb9nsd_068581,-402.0553
dsgdb9nsd_068582,-385.9687
dsgdb9nsd_068585,-424.3854
dsgdb9nsd_068586,-388.4956
dsgdb9nsd_068587,-388.4982
dsgdb9nsd_068588,-424.3944
dsgdb9nsd_068589,-424.4046
dsgdb9nsd_068590,-460.2959
dsgdb9nsd_068591,-424.4049
dsgdb9nsd_068592,-352.5904
dsgdb9nsd_068595,-424.3914
dsgdb9nsd_068598,-387.2427
dsgdb9nsd_068599,-403.2714
dsgdb9nsd_068600,-423.1409
dsgdb9nsd_068601,-387.2392
dsgdb9nsd_068602,-403.2678
dsgdb9nsd_068604,-387.2461
dsgdb9nsd_068606,-423.1488
dsgdb9nsd_068608,-403.2814
dsgdb9nsd_068609,-423.1477
dsgdb9nsd_068610,-423.1397
dsgdb9nsd_068611,-439.1688
dsgdb9nsd_068612,-459.0388
dsgdb9nsd_068613,-350.1085
dsgdb9nsd_068614,-366.2071
dsgdb9nsd_068616,-402.1004
dsgdb9nsd_068620,-386.0049
dsgdb9nsd_068622,-382.2185
dsgdb9nsd_068623,-418.1294
dsgdb9nsd_068624,-398.2527
dsgdb9nsd_068625,-386.01
dsgdb9nsd_068626,-402.11
dsgdb9nsd_068627,-421.8981
dsgdb9nsd_068628,-437.9951
dsgdb9nsd_068629,-402.0248
dsgdb9nsd_068630,-418.1208
dsgdb9nsd_068631,-387.2827
dsgdb9nsd_068633,-423.1776
dsgdb9nsd_068635,-423.1833
dsgdb9nsd_068637,-423.1849
dsgdb9nsd_068638,-459.0729
dsgdb9nsd_068639,-439.1979
dsgdb9nsd_068640,-386.0877
dsgdb9nsd_068641,-402.1376
dsgdb9nsd_068642,-402.1174
dsgdb9nsd_068643,-422.0063
dsgdb9nsd_068644,-421.984
dsgdb9nsd_068645,-438.0164
dsgdb9nsd_068647,-438.0392
dsgdb9nsd_068648,-421.9915
dsgdb9nsd_068650,-438.0221
dsgdb9nsd_068651,-457.9093
dsgdb9nsd_068652,-403.3072
dsgdb9nsd_068655,-387.2431
dsgdb9nsd_068656,-423.1365
dsgdb9nsd_068657,-439.2082
dsgdb9nsd_068658,-439.1765
dsgdb9nsd_068661,-386.0724
dsgdb9nsd_068662,-418.1512
dsgdb9nsd_068664,-402.0987
dsgdb9nsd_068665,-421.9685
dsgdb9nsd_068666,-421.9741
dsgdb9nsd_068667,-350.1629
dsgdb9nsd_068668,-402.1172
dsgdb9nsd_068672,-423.1927
dsgdb9nsd_068673,-423.1963
dsgdb9nsd_068678,-439.2229
dsgdb9nsd_068680,-423.2061
dsgdb9nsd_068683,-351.3968
dsgdb9nsd_068684,-387.2932
dsgdb9nsd_068687,-423.1917
dsgdb9nsd_068689,-423.198
dsgdb9nsd_068690,-423.1889
dsgdb9nsd_068694,-423.1921
dsgdb9nsd_068695,-400.819
dsgdb9nsd_068698,-436.7743
dsgdb9nsd_068699,-400.817
dsgdb9nsd_068702,-420.7087
dsgdb9nsd_068703,-416.9114
dsgdb9nsd_068704,-400.8866
dsgdb9nsd_068705,-436.8018
dsgdb9nsd_068706,-420.6878
dsgdb9nsd_068707,-436.7843
dsgdb9nsd_068709,-364.8686
dsgdb9nsd_068710,-364.8681
dsgdb9nsd_068711,-384.7369
dsgdb9nsd_068713,-364.9418
dsgdb9nsd_068715,-380.9657
dsgdb9nsd_068716,-400.8334
dsgdb9nsd_068717,-380.9615
dsgdb9nsd_068718,-364.8724
dsgdb9nsd_068719,-380.8954
dsgdb9nsd_068720,-400.7628
dsgdb9nsd_068721,-380.9689
dsgdb9nsd_068723,-416.8575
dsgdb9nsd_068724,-384.7397
dsgdb9nsd_068725,-400.7618
dsgdb9nsd_068726,-420.6283
dsgdb9nsd_068728,-416.8554
dsgdb9nsd_068733,-384.744
dsgdb9nsd_068735,-420.6363
dsgdb9nsd_068736,-400.7635
dsgdb9nsd_068737,-400.8419
dsgdb9nsd_068739,-436.7326
dsgdb9nsd_068742,-421.9802
dsgdb9nsd_068744,-402.1105
dsgdb9nsd_068747,-403.3438
dsgdb9nsd_068748,-387.3127
dsgdb9nsd_068751,-423.2337
dsgdb9nsd_068752,-439.2683
dsgdb9nsd_068753,-439.2441
dsgdb9nsd_068756,-459.1015
dsgdb9nsd_068758,-459.132
dsgdb9nsd_068760,-439.2677
dsgdb9nsd_068762,-459.131
dsgdb9nsd_068764,-423.2168
dsgdb9nsd_068765,-419.3986
dsgdb9nsd_068766,-439.2717
dsgdb9nsd_068768,-439.2464
dsgdb9nsd_068770,-459.134
dsgdb9nsd_068771,-475.1663
dsgdb9nsd_068775,-495.0271
dsgdb9nsd_068777,-460.2827
dsgdb9nsd_068778,-368.6103
dsgdb9nsd_068779,-388.4861
dsgdb9nsd_068781,-424.3899
dsgdb9nsd_068783,-388.48
dsgdb9nsd_068785,-388.4789
dsgdb9nsd_068786,-424.3791
dsgdb9nsd_068787,-424.3864
dsgdb9nsd_068789,-424.3829
dsgdb9nsd_068795,-366.1868
dsgdb9nsd_068797,-385.9801
dsgdb9nsd_068798,-402.0757
dsgdb9nsd_068800,-418.1075
dsgdb9nsd_068801,-385.9878
dsgdb9nsd_068802,-402.0865
dsgdb9nsd_068804,-418.1059
dsgdb9nsd_068806,-437.9735
dsgdb9nsd_068809,-418.1187
dsgdb9nsd_068810,-421.8833
dsgdb9nsd_068811,-437.9817
dsgdb9nsd_068812,-403.2945
dsgdb9nsd_068813,-423.1694
dsgdb9nsd_068815,-423.1575
dsgdb9nsd_068817,-423.1646
dsgdb9nsd_068818,-439.1867
dsgdb9nsd_068819,-459.0549
dsgdb9nsd_068821,-439.2164
dsgdb9nsd_068822,-459.0601
dsgdb9nsd_068823,-351.331
dsgdb9nsd_068825,-387.2334
dsgdb9nsd_068827,-423.1244
dsgdb9nsd_068828,-403.2624
dsgdb9nsd_068830,-387.23
dsgdb9nsd_068831,-403.2615
dsgdb9nsd_068832,-423.1323
dsgdb9nsd_068833,-367.3601
dsgdb9nsd_068837,-403.262
dsgdb9nsd_068838,-423.1361
dsgdb9nsd_068839,-423.1293
dsgdb9nsd_068840,-439.1596
dsgdb9nsd_068842,-351.3639
dsgdb9nsd_068844,-367.3877
dsgdb9nsd_068845,-387.2659
dsgdb9nsd_068846,-367.3893
dsgdb9nsd_068848,-423.1551
dsgdb9nsd_068849,-403.2867
dsgdb9nsd_068850,-403.2969
dsgdb9nsd_068852,-387.2646
dsgdb9nsd_068853,-403.2891
dsgdb9nsd_068854,-403.2944
dsgdb9nsd_068857,-387.2729
dsgdb9nsd_068858,-383.4278
dsgdb9nsd_068859,-403.3026
dsgdb9nsd_068860,-403.2985
dsgdb9nsd_068862,-383.42
dsgdb9nsd_068863,-403.2949
dsgdb9nsd_068866,-439.1955
dsgdb9nsd_068867,-459.0649
dsgdb9nsd_068868,-351.3359
dsgdb9nsd_068869,-387.2369
dsgdb9nsd_068870,-387.2361
dsgdb9nsd_068873,-387.2459
dsgdb9nsd_068874,-423.1355
dsgdb9nsd_068876,-459.0327
dsgdb9nsd_068878,-387.2354
dsgdb9nsd_068879,-387.2364
dsgdb9nsd_068884,-387.2412
dsgdb9nsd_068885,-423.1382
dsgdb9nsd_068886,-423.1342
dsgdb9nsd_068887,-459.034
dsgdb9nsd_068888,-351.3778
dsgdb9nsd_068889,-387.2692
dsgdb9nsd_068891,-387.2796
dsgdb9nsd_068892,-423.1696
dsgdb9nsd_068894,-439.2289
dsgdb9nsd_068896,-387.2872
dsgdb9nsd_068897,-423.1819
dsgdb9nsd_068899,-423.2176
dsgdb9nsd_068901,-403.3674
dsgdb9nsd_068903,-403.3418
dsgdb9nsd_068904,-439.2485
dsgdb9nsd_068905,-423.2324
dsgdb9nsd_068907,-459.1454
dsgdb9nsd_068908,-439.2404
dsgdb9nsd_068910,-439.2668
dsgdb9nsd_068911,-459.1308
dsgdb9nsd_068912,-459.107
dsgdb9nsd_068915,-387.2809
dsgdb9nsd_068916,-439.2295
dsgdb9nsd_068918,-423.1835
dsgdb9nsd_068919,-352.6046
dsgdb9nsd_068922,-424.3934
dsgdb9nsd_068923,-424.3975
dsgdb9nsd_068924,-388.5083
dsgdb9nsd_068927,-424.402
dsgdb9nsd_068928,-460.3036
dsgdb9nsd_068929,-388.5187
dsgdb9nsd_068930,-404.5349
dsgdb9nsd_068931,-424.4108
dsgdb9nsd_068932,-424.4114
dsgdb9nsd_068933,-460.3043
dsgdb9nsd_068934,-437.9959
dsgdb9nsd_068936,-437.9991
dsgdb9nsd_068937,-421.9726
dsgdb9nsd_068938,-438.0197
dsgdb9nsd_068939,-457.8893
dsgdb9nsd_068940,-457.8718
dsgdb9nsd_068942,-402.05
dsgdb9nsd_068944,-421.9181
dsgdb9nsd_068945,-402.0466
dsgdb9nsd_068947,-418.0763
dsgdb9nsd_068949,-421.9171
dsgdb9nsd_068952,-421.9252
dsgdb9nsd_068953,-437.9511
dsgdb9nsd_068954,-457.8173
dsgdb9nsd_068956,-386.0683
dsgdb9nsd_068957,-418.1583
dsgdb9nsd_068961,-421.9718
dsgdb9nsd_068962,-348.8862
dsgdb9nsd_068963,-364.9844
dsgdb9nsd_068964,-380.9717
dsgdb9nsd_068965,-397.0689
dsgdb9nsd_068966,-400.8388
dsgdb9nsd_068967,-416.9342
dsgdb9nsd_068972,-384.7854
dsgdb9nsd_068973,-400.8812
dsgdb9nsd_068974,-350.0829
dsgdb9nsd_068975,-385.9755
dsgdb9nsd_068977,-366.1819
dsgdb9nsd_068978,-402.0734
dsgdb9nsd_068979,-402.0737
dsgdb9nsd_068980,-366.1122
dsgdb9nsd_068982,-382.2098
dsgdb9nsd_068985,-421.8719
dsgdb9nsd_068986,-402.0815
dsgdb9nsd_068988,-437.97
dsgdb9nsd_068989,-351.3285
dsgdb9nsd_068991,-367.3483
dsgdb9nsd_068993,-423.1205
dsgdb9nsd_068994,-403.2407
dsgdb9nsd_068995,-387.2227
dsgdb9nsd_068996,-403.2531
dsgdb9nsd_068998,-383.3963
dsgdb9nsd_068999,-403.2608
dsgdb9nsd_069001,-403.2656
dsgdb9nsd_069003,-387.2275
dsgdb9nsd_069004,-403.2565
dsgdb9nsd_069005,-423.1274
dsgdb9nsd_069007,-423.1201
dsgdb9nsd_069010,-384.792
dsgdb9nsd_069011,-400.8872
dsgdb9nsd_069012,-400.8369
dsgdb9nsd_069014,-416.9058
dsgdb9nsd_069015,-420.7046
dsgdb9nsd_069016,-436.7954
dsgdb9nsd_069017,-400.8155
dsgdb9nsd_069018,-416.9085
dsgdb9nsd_069019,-420.6837
dsgdb9nsd_069020,-436.775
dsgdb9nsd_069021,-413.0748
dsgdb9nsd_069022,-416.8655
dsgdb9nsd_069023,-416.848
dsgdb9nsd_069024,-432.9401
dsgdb9nsd_069025,-436.7383
dsgdb9nsd_069027,-420.6922
dsgdb9nsd_069029,-416.8392
dsgdb9nsd_069030,-432.938
dsgdb9nsd_069031,-436.7246
dsgdb9nsd_069032,-436.7105
dsgdb9nsd_069036,-421.9721
dsgdb9nsd_069037,-438.0187
dsgdb9nsd_069038,-437.9947
dsgdb9nsd_069039,-457.8851
dsgdb9nsd_069040,-437.9976
dsgdb9nsd_069041,-457.8601
dsgdb9nsd_069042,-457.8684
dsgdb9nsd_069044,-473.9127
dsgdb9nsd_069045,-473.8914
dsgdb9nsd_069046,-493.7781
dsgdb9nsd_069047,-403.3235
dsgdb9nsd_069048,-403.2918
dsgdb9nsd_069049,-423.1826
dsgdb9nsd_069050,-387.2618
dsgdb9nsd_069053,-439.2148
dsgdb9nsd_069054,-439.1818
dsgdb9nsd_069055,-459.0721
dsgdb9nsd_069058,-439.222
dsgdb9nsd_069061,-423.1604
dsgdb9nsd_069062,-459.0508
dsgdb9nsd_069063,-348.8865
dsgdb9nsd_069064,-364.9849
dsgdb9nsd_069065,-380.9737
dsgdb9nsd_069066,-397.0691
dsgdb9nsd_069067,-400.8381
dsgdb9nsd_069068,-416.9317
dsgdb9nsd_069069,-364.916
dsgdb9nsd_069070,-381.0121
dsgdb9nsd_069073,-384.7861
dsgdb9nsd_069074,-400.8842
dsgdb9nsd_069075,-386.0693
dsgdb9nsd_069076,-418.1573
dsgdb9nsd_069079,-421.9649
dsgdb9nsd_069081,-350.1207
dsgdb9nsd_069082,-366.2194
dsgdb9nsd_069083,-386.0142
dsgdb9nsd_069084,-402.112
dsgdb9nsd_069086,-402.1128
dsgdb9nsd_069087,-382.2404
dsgdb9nsd_069088,-386.0086
dsgdb9nsd_069089,-402.1045
dsgdb9nsd_069090,-421.9048
dsgdb9nsd_069091,-437.9994
dsgdb9nsd_069092,-366.1518
dsgdb9nsd_069093,-382.249
dsgdb9nsd_069094,-386.0258
dsgdb9nsd_069096,-398.2763
dsgdb9nsd_069097,-418.141
dsgdb9nsd_069098,-402.0469
dsgdb9nsd_069099,-418.1422
dsgdb9nsd_069100,-421.9149
dsgdb9nsd_069101,-438.008
dsgdb9nsd_069102,-418.1453
dsgdb9nsd_069103,-398.2708
dsgdb9nsd_069104,-418.136
dsgdb9nsd_069107,-421.913
dsgdb9nsd_069110,-421.9054
dsgdb9nsd_069111,-437.9996
dsgdb9nsd_069112,-387.3023
dsgdb9nsd_069116,-459.09
dsgdb9nsd_069117,-403.3339
dsgdb9nsd_069119,-439.2278
dsgdb9nsd_069121,-423.2064
dsgdb9nsd_069122,-459.0979
dsgdb9nsd_069124,-438.0252
dsgdb9nsd_069125,-457.8927
dsgdb9nsd_069126,-418.1711
dsgdb9nsd_069127,-438.0295
dsgdb9nsd_069128,-421.9952
dsgdb9nsd_069129,-438.0536
dsgdb9nsd_069130,-457.9159
dsgdb9nsd_069131,-418.1511
dsgdb9nsd_069132,-438.0278
dsgdb9nsd_069134,-386.0544
dsgdb9nsd_069136,-402.0836
dsgdb9nsd_069137,-421.9533
dsgdb9nsd_069138,-402.0886
dsgdb9nsd_069139,-418.1027
dsgdb9nsd_069142,-437.9879
dsgdb9nsd_069143,-418.1221
dsgdb9nsd_069145,-418.104
dsgdb9nsd_069146,-437.9735
dsgdb9nsd_069147,-418.119
dsgdb9nsd_069148,-418.1092
dsgdb9nsd_069149,-421.9576
dsgdb9nsd_069151,-457.8437
dsgdb9nsd_069152,-437.99
dsgdb9nsd_069153,-421.9529
dsgdb9nsd_069160,-423.1815
dsgdb9nsd_069161,-419.3316
dsgdb9nsd_069162,-403.3144
dsgdb9nsd_069163,-439.2154
dsgdb9nsd_069164,-403.3025
dsgdb9nsd_069165,-439.2052
dsgdb9nsd_069166,-423.1732
dsgdb9nsd_069169,-402.0576
dsgdb9nsd_069170,-421.9274
dsgdb9nsd_069171,-418.0779
dsgdb9nsd_069175,-402.0553
dsgdb9nsd_069176,-418.0783
dsgdb9nsd_069177,-437.9479
dsgdb9nsd_069179,-437.9486
dsgdb9nsd_069180,-457.8177
dsgdb9nsd_069183,-457.8271
dsgdb9nsd_069185,-400.8826
dsgdb9nsd_069186,-397.0283
dsgdb9nsd_069187,-400.8209
dsgdb9nsd_069189,-400.8066
dsgdb9nsd_069190,-416.9029
dsgdb9nsd_069191,-420.6767
dsgdb9nsd_069192,-420.6827
dsgdb9nsd_069193,-436.7787
dsgdb9nsd_069194,-418.1429
dsgdb9nsd_069197,-438.0269
dsgdb9nsd_069198,-437.9994
dsgdb9nsd_069200,-386.0852
dsgdb9nsd_069201,-402.1289
dsgdb9nsd_069202,-402.1163
dsgdb9nsd_069203,-421.9857
dsgdb9nsd_069204,-402.1146
dsgdb9nsd_069205,-421.9841
dsgdb9nsd_069207,-438.062
dsgdb9nsd_069208,-422.0089
dsgdb9nsd_069211,-438.0621
dsgdb9nsd_069213,-438.0381
dsgdb9nsd_069215,-454.1183
dsgdb9nsd_069218,-454.0845
dsgdb9nsd_069219,-438.0338
dsgdb9nsd_069220,-434.2224
dsgdb9nsd_069221,-454.111
dsgdb9nsd_069222,-454.0843
dsgdb9nsd_069223,-434.2023
dsgdb9nsd_069224,-454.0913
dsgdb9nsd_069225,-473.9524
dsgdb9nsd_069227,-454.0908
dsgdb9nsd_069229,-473.952
dsgdb9nsd_069231,-454.1219
dsgdb9nsd_069232,-454.0958
dsgdb9nsd_069233,-454.0951
dsgdb9nsd_069234,-473.9568
dsgdb9nsd_069237,-473.9845
dsgdb9nsd_069238,-473.9588
dsgdb9nsd_069241,-418.1936
dsgdb9nsd_069242,-438.0508
dsgdb9nsd_069243,-402.1172
dsgdb9nsd_069245,-402.1084
dsgdb9nsd_069246,-418.1724
dsgdb9nsd_069249,-421.9776
dsgdb9nsd_069250,-438.0458
dsgdb9nsd_069252,-439.2364
dsgdb9nsd_069255,-403.3318
dsgdb9nsd_069257,-403.3675
dsgdb9nsd_069261,-423.2117
dsgdb9nsd_069262,-419.3975
dsgdb9nsd_069264,-419.3658
dsgdb9nsd_069265,-439.2363
dsgdb9nsd_069266,-439.2525
dsgdb9nsd_069268,-403.3454
dsgdb9nsd_069269,-419.3696
dsgdb9nsd_069270,-439.2335
dsgdb9nsd_069271,-419.3985
dsgdb9nsd_069274,-439.2342
dsgdb9nsd_069275,-439.2249
dsgdb9nsd_069276,-459.0967
dsgdb9nsd_069277,-439.2335
dsgdb9nsd_069278,-423.207
dsgdb9nsd_069279,-439.2293
dsgdb9nsd_069282,-459.1221
dsgdb9nsd_069283,-348.8912
dsgdb9nsd_069284,-364.9873
dsgdb9nsd_069285,-364.9232
dsgdb9nsd_069290,-397.0525
dsgdb9nsd_069292,-400.8851
dsgdb9nsd_069294,-400.8824
dsgdb9nsd_069295,-400.8109
dsgdb9nsd_069296,-416.9047
dsgdb9nsd_069297,-400.8067
dsgdb9nsd_069298,-420.6773
dsgdb9nsd_069301,-459.0812
dsgdb9nsd_069302,-387.2791
dsgdb9nsd_069305,-403.3036
dsgdb9nsd_069307,-423.1745
dsgdb9nsd_069308,-459.0716
dsgdb9nsd_069309,-387.2702
dsgdb9nsd_069310,-423.1719
dsgdb9nsd_069311,-351.3723
dsgdb9nsd_069313,-367.4022
dsgdb9nsd_069314,-403.3094
dsgdb9nsd_069315,-387.2756
dsgdb9nsd_069317,-388.5056
dsgdb9nsd_069318,-424.4065
dsgdb9nsd_069319,-424.4097
dsgdb9nsd_069320,-352.6062
dsgdb9nsd_069322,-388.5088
