molecule_name,X,Y,Z
dsgdb9nsd_055792,-0.8573,-0.8977,0.027
dsgdb9nsd_055793,0.2818,-1.9006,0.1329
dsgdb9nsd_055794,-0.2823,-2.425,-0.3882
dsgdb9nsd_055797,-2.7904,0.9233,0.6747
dsgdb9nsd_055799,0.1734,4.465,0.0314
dsgdb9nsd_055802,0.7095,-3.2701,0.3033
dsgdb9nsd_055803,-2.9516,-3.4779,1.0516
dsgdb9nsd_055805,-3.5485,1.7475,0.3702
dsgdb9nsd_055807,0.815,4.7122,-0.6345
dsgdb9nsd_055808,-0.2449,-2.1345,-0.8382
dsgdb9nsd_055809,-2.0419,-3.1349,-0.223
dsgdb9nsd_055813,0.4168,1.0697,0.0459
dsgdb9nsd_055814,2.2652,-0.3886,2.1943
dsgdb9nsd_055817,-0.6766,-1.4098,-1.7403
dsgdb9nsd_055819,1.2554,2.8041,-1.3767
dsgdb9nsd_055820,1.6813,-1.4922,-0.0992
dsgdb9nsd_055821,-1.1735,1.4709,-0.4567
dsgdb9nsd_055823,-3.2276,2.2503,0.9744
dsgdb9nsd_055824,3.9726,0.3937,0.0289
dsgdb9nsd_055826,0.2585,-3.2545,-1.3838
dsgdb9nsd_055827,1.2228,-1.9865,0.895
dsgdb9nsd_055828,-0.4609,2.059,-0.992
dsgdb9nsd_055831,3.7404,-1.0343,-0.064
dsgdb9nsd_055833,3.1127,2.8438,0.5262
dsgdb9nsd_055834,4.1485,2.9337,0.3288
dsgdb9nsd_055835,0.7193,-1.803,2.3465
dsgdb9nsd_055836,-0.2185,-0.3654,1.6862
dsgdb9nsd_055837,-1.6884,-3.24,-0.0018
dsgdb9nsd_055838,2.2719,-1.8728,-0.1879
dsgdb9nsd_055840,-4.0853,3.5012,-0.8459
dsgdb9nsd_055843,-0.3863,-0.3778,2.087
dsgdb9nsd_055845,3.1486,-2.5911,-0.1488
dsgdb9nsd_055847,-1.6789,-1.2547,0.0637
dsgdb9nsd_055848,0.4291,1.5039,1.304
dsgdb9nsd_055849,-1.6516,2.1933,0.4418
dsgdb9nsd_055852,-0.3747,2.8183,-1.6544
dsgdb9nsd_055853,2.823,0.8038,-0.2132
dsgdb9nsd_055854,-0.121,3.1142,0.7774
dsgdb9nsd_055855,0.3523,3.3802,2.2201
dsgdb9nsd_055856,-0.2987,-1.651,0.2355
dsgdb9nsd_055859,0.7151,2.854,1.4958
dsgdb9nsd_055861,3.3852,-1.7854,0.1136
dsgdb9nsd_055862,3.9171,-1.5268,0.5628
dsgdb9nsd_055864,3.6309,-0.1899,0.8768
dsgdb9nsd_055866,3.1169,-2.4375,2.1177
dsgdb9nsd_055867,0.1719,3.1178,2.9223
dsgdb9nsd_055871,-0.3762,1.7756,0.0379
dsgdb9nsd_055872,1.5372,-1.0063,-0.3787
dsgdb9nsd_055873,-0.6282,1.3313,-1.0169
dsgdb9nsd_055874,1.4812,-1.4069,-1.3374
dsgdb9nsd_055875,-0.7198,2.9221,-1.3959
dsgdb9nsd_055876,1.5056,0.1975,-1.5782
dsgdb9nsd_055879,-2.0947,2.0545,0.3086
dsgdb9nsd_055880,-0.4243,-1.1465,0.9823
dsgdb9nsd_055881,0.3716,-0.3598,-1.7073
dsgdb9nsd_055886,1.887,-0.6564,0.0605
dsgdb9nsd_055887,2.9859,0.7787,0.5109
dsgdb9nsd_055889,-1.857,-2.7804,-0.6069
dsgdb9nsd_055891,-1.4762,2.2407,1.332
dsgdb9nsd_055893,0.1547,0.6762,-2.0493
dsgdb9nsd_055894,-0.4544,-2.3727,-1.6172
dsgdb9nsd_055895,0.2796,3.7899,-0.6745
dsgdb9nsd_055897,4.0705,3.2791,0.1998
dsgdb9nsd_055898,-1.79,-0.3954,0.2437
dsgdb9nsd_055900,-0.5361,2.0879,0.4086
dsgdb9nsd_055901,1.8157,4.8494,-2.5053
dsgdb9nsd_055902,1.3331,2.1278,-2.3856
dsgdb9nsd_055904,4.9343,3.4827,-0.6385
dsgdb9nsd_055906,2.2514,2.809,0.8586
dsgdb9nsd_055907,-0.2969,3.3748,0.1195
dsgdb9nsd_055908,2.0973,3.9247,-3.1709
dsgdb9nsd_055909,-2.0085,-0.6846,0.7617
dsgdb9nsd_055911,0.4154,-0.9042,-0.1783
dsgdb9nsd_055912,-0.3496,-0.4282,0.7789
dsgdb9nsd_055914,-0.6289,-1.4431,0.3592
dsgdb9nsd_055917,-1.2983,-1.955,0.7861
dsgdb9nsd_055918,0.0525,-1.1387,0.8422
dsgdb9nsd_055919,1.4962,-3.3178,-0.0518
dsgdb9nsd_055921,-2.5614,1.2463,0.9929
dsgdb9nsd_055923,-2.8409,2.0904,0.107
dsgdb9nsd_055925,-0.0459,3.5617,0.9374
dsgdb9nsd_055926,-1.1393,-1.5267,-0.0236
dsgdb9nsd_055928,-0.5708,-0.1767,0.7927
dsgdb9nsd_055929,-1.0138,1.5381,1.2318
dsgdb9nsd_055930,0.116,-3.0786,-0.6323
dsgdb9nsd_055931,-0.8799,-2.4229,-0.1804
dsgdb9nsd_055932,0.6376,-1.7589,-0.0206
dsgdb9nsd_055934,4.0281,0.9087,0.0684
dsgdb9nsd_055935,-3.0875,2.1068,1.2523
dsgdb9nsd_055937,-2.2108,-2.6839,0.5582
dsgdb9nsd_055938,-0.8571,-1.7425,0.092
dsgdb9nsd_055940,-0.4093,-2.219,0.2961
dsgdb9nsd_055942,0.2098,-0.8807,0.8096
dsgdb9nsd_055943,1.4062,-3.0655,0.3366
dsgdb9nsd_055944,-15.9966,-2.5611,-0.4618
dsgdb9nsd_055948,0.6163,-0.7914,-0.5643
dsgdb9nsd_055949,-2.441,-0.5975,-0.0786
dsgdb9nsd_055951,0.1364,0.6692,1.5485
dsgdb9nsd_055952,-2.599,0.6877,1.2438
dsgdb9nsd_055953,1.8743,-2.8386,-0.2847
dsgdb9nsd_055955,0.8712,1.1788,-0.3608
dsgdb9nsd_055956,0.2237,-1.4338,-2.9027
dsgdb9nsd_055958,-3.3762,-0.5479,1.8822
dsgdb9nsd_055959,-1.0863,-2.6995,-1.6297
dsgdb9nsd_055964,2.1626,-3.3717,0.5663
dsgdb9nsd_055966,-2.6294,1.0384,0.7962
dsgdb9nsd_055967,-0.0791,-4.135,1.1626
dsgdb9nsd_055969,-3.1643,-1.7536,2.5039
dsgdb9nsd_055970,-1.4065,-1.1596,2.3968
dsgdb9nsd_055971,-0.4622,-2.59,2.272
dsgdb9nsd_055972,0.9265,-0.245,0.7466
dsgdb9nsd_055973,-0.6007,0.3716,-2.3285
dsgdb9nsd_055974,-1.9544,-1.6234,2.7436
dsgdb9nsd_055975,-0.6901,-0.2785,2.4999
dsgdb9nsd_055976,0.3078,0.3246,1.9221
dsgdb9nsd_055977,0.2379,1.0957,1.3273
dsgdb9nsd_055978,-1.689,-1.1274,-3.0596
dsgdb9nsd_055981,-0.4919,-1.4455,-1.9141
dsgdb9nsd_055982,-2.1621,-2.4253,-1.6171
dsgdb9nsd_055983,-3.9311,-0.124,-0.2277
dsgdb9nsd_055984,4.7275,-1.0781,-0.024
dsgdb9nsd_055985,3.3829,-0.0363,0.113
dsgdb9nsd_055986,2.0885,-1.3905,0.6178
dsgdb9nsd_055988,1.9048,3.4076,0.2529
dsgdb9nsd_055989,3.004,-1.1311,-0.0868
dsgdb9nsd_055992,0.8721,-1.0622,-2.1921
dsgdb9nsd_055995,-0.5566,-1.5566,-2.5042
dsgdb9nsd_055997,-2.9293,-1.3478,-2.1163
dsgdb9nsd_056000,-0.2969,-0.9825,-0.6794
dsgdb9nsd_056001,0.2573,-1.9719,0.5868
dsgdb9nsd_056002,-0.0882,-2.2155,-1.2019
dsgdb9nsd_056003,-1.8345,0.1421,2.1313
dsgdb9nsd_056005,1.4704,1.0745,-2.9369
dsgdb9nsd_056006,1.2638,-1.5839,-0.8282
dsgdb9nsd_056008,-0.9759,-2.7197,-1.8083
dsgdb9nsd_056009,3.511,0.9956,0.1965
dsgdb9nsd_056010,4.225,1.15,0.1803
dsgdb9nsd_056011,0.8398,-0.7519,-3.341
dsgdb9nsd_056012,0.7809,-1.6604,-1.828
dsgdb9nsd_056017,-2.308,-0.7466,0.1139
dsgdb9nsd_056018,-0.0942,-2.0568,0.6403
dsgdb9nsd_056019,-1.7683,-1.6846,0.2395
dsgdb9nsd_056023,-1.6945,0.2838,1.196
dsgdb9nsd_056024,2.402,1.455,1.375
dsgdb9nsd_056025,-1.177,0.7195,-3.156
dsgdb9nsd_056026,-1.3476,-1.4622,-1.2153
dsgdb9nsd_056027,-1.1216,-1.482,-0.5689
dsgdb9nsd_056030,0.9375,2.2282,2.2411
dsgdb9nsd_056031,-4.3689,1.1383,0.089
dsgdb9nsd_056037,-0.4134,-2.235,-0.523
dsgdb9nsd_056038,0.9706,2.9672,1.8766
dsgdb9nsd_056039,-0.9579,-3.1044,0.3214
dsgdb9nsd_056046,2.2398,-0.6801,0.4096
dsgdb9nsd_056047,-3.2514,-1.556,-0.4009
dsgdb9nsd_056048,1.0835,0.3896,-1.5329
dsgdb9nsd_056049,0.004,1.1136,-1.2302
dsgdb9nsd_056051,0.6122,-1.9028,0.177
dsgdb9nsd_056053,1.6349,-2.2263,-0.506
dsgdb9nsd_056054,-1.2036,-1.1491,0.305
dsgdb9nsd_056058,0.5739,-0.2373,0.0001
dsgdb9nsd_056059,-2.0282,-3.2006,-0
dsgdb9nsd_056060,-1.9434,-2.0969,-0.8844
dsgdb9nsd_056062,-1.7595,-0.6706,0.2586
dsgdb9nsd_056063,3.2011,-3.6975,0.001
dsgdb9nsd_056064,-1.6567,2.6863,-0.2449
dsgdb9nsd_056065,-5.0381,1.8772,-0.0043
dsgdb9nsd_056066,-3.9797,-4.0676,-0.3148
dsgdb9nsd_056068,1.5028,1.6531,1.5124
dsgdb9nsd_056069,-5.5669,0.5719,2.0268
dsgdb9nsd_056071,4.0244,-1.9543,0.5982
dsgdb9nsd_056073,-1.1674,1.0509,-0.0001
dsgdb9nsd_056075,0.5492,2.3796,0.0001
dsgdb9nsd_056078,3.4804,0.4239,-3.1838
dsgdb9nsd_056080,3.654,0.3413,0
dsgdb9nsd_056081,-1.1268,3.4105,0.0002
dsgdb9nsd_056082,-5.2762,2.5045,0.0015
dsgdb9nsd_056083,-0.4561,-1.3891,-3.1962
dsgdb9nsd_056084,3.9218,1.935,2.2759
dsgdb9nsd_056086,-4.1547,1.2944,-0.1058
dsgdb9nsd_056088,-3.4455,3.3276,0.0012
dsgdb9nsd_056089,-2.4919,2.8878,2.3064
dsgdb9nsd_056090,-2.4334,2.2965,0.0044
dsgdb9nsd_056094,-0.7723,-1.7684,0.0001
dsgdb9nsd_056096,-0.1065,-0.1995,1.2828
dsgdb9nsd_056098,-3.9222,2.216,0.0129
dsgdb9nsd_056099,2.3563,-0.8666,0.0039
dsgdb9nsd_056100,0.5025,1.7979,0.1072
dsgdb9nsd_056102,-1.0603,-1.6289,-1.9174
dsgdb9nsd_056103,-4.436,2.9289,0.2448
dsgdb9nsd_056105,-2.1019,2.1778,0.9513
dsgdb9nsd_056109,-1.0592,0.5323,1.8212
dsgdb9nsd_056110,-4.6435,2.4799,1.4934
dsgdb9nsd_056111,-0.3649,1.158,0.9472
dsgdb9nsd_056112,3.4733,-0.1717,0.0021
dsgdb9nsd_056113,0.2791,2.3673,-1.1019
dsgdb9nsd_056114,3.4682,4.6134,-0.8156
dsgdb9nsd_056115,-1.5991,-2.2231,-1.181
dsgdb9nsd_056116,-5.961,-3.5468,-0.5686
dsgdb9nsd_056119,0.4842,-0.4344,2.0705
dsgdb9nsd_056120,3.6496,0.1544,-2.5804
dsgdb9nsd_056122,0.7596,2.1629,0.0002
dsgdb9nsd_056124,-3.373,0.0054,0.1793
dsgdb9nsd_056125,5.0857,-0.55,0.0096
dsgdb9nsd_056126,-2.1154,1.6191,0.0787
dsgdb9nsd_056127,3.7883,3.2321,-1.2625
dsgdb9nsd_056128,0.9316,0.2368,0.0002
dsgdb9nsd_056129,2.1037,-1.1504,0.0072
dsgdb9nsd_056130,-3.7444,0.7591,1.7601
dsgdb9nsd_056131,-1.5584,-1.0491,0.0142
dsgdb9nsd_056139,-1.6502,-2.4978,-0.5386
dsgdb9nsd_056140,0.8401,-3.3885,0.1332
dsgdb9nsd_056141,0.8029,3.2063,-0.428
dsgdb9nsd_056143,-1.0571,-1.6679,0.0001
dsgdb9nsd_056144,-1.3268,-2.9802,0.0001
dsgdb9nsd_056147,-0.5084,-2.3196,-0.6087
dsgdb9nsd_056149,-3.3362,1.8328,0.0003
dsgdb9nsd_056151,-0.5668,2.3121,-0.5642
dsgdb9nsd_056154,-0.4215,1.0983,0.5134
dsgdb9nsd_056155,-0.6873,0.015,-0.8721
dsgdb9nsd_056157,1.6686,-0.9285,1.2228
dsgdb9nsd_056158,0.4173,2.3201,1.0201
dsgdb9nsd_056159,-0.5114,1.8533,-0.2855
dsgdb9nsd_056160,1.5392,2.0694,1.5635
dsgdb9nsd_056161,-0.5937,2.5329,1.3502
dsgdb9nsd_056162,-1.4113,-2.7041,1.4866
dsgdb9nsd_056163,-0.6483,-2.2851,0.5854
dsgdb9nsd_056164,-1.1648,-1.3381,0.5592
dsgdb9nsd_056165,1.1353,2.6063,-0.006
dsgdb9nsd_056166,1.1677,1.5091,0.7242
dsgdb9nsd_056168,-0.8409,1.2116,-0.9856
dsgdb9nsd_056169,0.9813,1.1139,-0.2311
dsgdb9nsd_056171,-3.0151,-1.4785,-1.1073
dsgdb9nsd_056172,0.3734,3.2535,1.0511
dsgdb9nsd_056173,0.1159,-0.8556,-1.5979
dsgdb9nsd_056176,1.7696,-1.3354,2.6832
dsgdb9nsd_056178,-0.6573,1.7347,1.6667
dsgdb9nsd_056179,-1.0762,2.3823,-0.4575
dsgdb9nsd_056180,0.831,-0.6712,-0.131
dsgdb9nsd_056181,0.7354,2.8025,1.0993
dsgdb9nsd_056186,1.676,1.9729,0.2941
dsgdb9nsd_056188,0.4492,-2.3614,0.8977
dsgdb9nsd_056189,-1.0523,-0.9474,1.1489
dsgdb9nsd_056191,-2.9556,2.0152,1.4112
dsgdb9nsd_056193,-1.4023,-3.1899,1.7437
dsgdb9nsd_056196,-1.1234,2.2309,1.3141
dsgdb9nsd_056198,-1.604,-0.0933,1.2274
dsgdb9nsd_056199,0.5291,1.3254,1.7373
dsgdb9nsd_056200,0.4207,-3.1064,-1.3812
dsgdb9nsd_056201,-0.5593,-1.9225,0.1848
dsgdb9nsd_056202,1.8846,2.9762,1.2187
dsgdb9nsd_056203,3.9634,2.0715,-2.1748
dsgdb9nsd_056206,-1.2468,-3.3381,-0.2453
dsgdb9nsd_056210,-1.0838,-0.9134,0.65
dsgdb9nsd_056222,-2.1223,-3.3659,0.0001
dsgdb9nsd_056224,0.0001,-5.051,0
dsgdb9nsd_056227,-1.9114,-0.2265,3.538
dsgdb9nsd_056233,4.468,-1.4327,0.9831
dsgdb9nsd_056234,-3.7861,-1.2168,-0.0233
dsgdb9nsd_056242,0.0006,-4.3462,-0.0017
dsgdb9nsd_056243,1.5474,0.4306,2.3996
dsgdb9nsd_056244,-0.7466,-5.1286,-0.0863
dsgdb9nsd_056245,-0.0009,-5.7609,-0.0524
dsgdb9nsd_056247,5.7773,-1.6867,-1.1963
dsgdb9nsd_056249,2.1026,-2.2286,1.1545
dsgdb9nsd_056250,-0.115,1.5938,1.2636
dsgdb9nsd_056251,0.0437,-2.4542,0.4021
dsgdb9nsd_056252,0.0576,-3.6233,-0.8483
dsgdb9nsd_056253,0.0277,-2.7989,1.3566
dsgdb9nsd_056254,-0.0033,-1.5808,0.3312
dsgdb9nsd_056255,0.0613,-3.2956,0.5436
dsgdb9nsd_056257,-1.1363,1.2072,0.8461
dsgdb9nsd_056258,-0.8195,-3.2234,0.526
dsgdb9nsd_056260,-0.642,-3.7479,2.0171
dsgdb9nsd_056263,0.9665,-2.1742,1.1597
dsgdb9nsd_056264,-0.6473,-3.1944,0.6809
dsgdb9nsd_056267,-0.7943,-2.3968,0.5641
dsgdb9nsd_056268,3.1554,-0.2194,-1.3086
dsgdb9nsd_056269,1.2304,0.3304,-0.179
dsgdb9nsd_056270,-0.0404,1.3245,1.7807
dsgdb9nsd_056272,-1.1115,-1.7182,2.1291
dsgdb9nsd_056273,-1.5115,-2.2622,1.3833
dsgdb9nsd_056274,0.2557,-2.3681,-0.2974
dsgdb9nsd_056276,1.0873,2.1275,2.3045
dsgdb9nsd_056282,1.6355,-0.3487,0.0003
dsgdb9nsd_056283,-4.3336,0.617,0.0004
dsgdb9nsd_056285,-3.6575,-0.9863,0.0006
dsgdb9nsd_056287,-0.1687,-1.4438,0.0018
dsgdb9nsd_056289,4.5326,2.4143,-0.6496
dsgdb9nsd_056290,0.3852,-3.3015,0.0327
dsgdb9nsd_056293,-3.4326,4.0181,-1.4188
dsgdb9nsd_056296,1.2535,-3.2131,0.2916
dsgdb9nsd_056297,4.4742,-1.9581,0.5849
dsgdb9nsd_056298,-4.2238,-1.7105,1.063
dsgdb9nsd_056299,0.9226,-2.3655,-0.031
dsgdb9nsd_056300,-4.1651,-0.8013,0.0002
dsgdb9nsd_056302,-1.0875,-3.9915,-0.5044
dsgdb9nsd_056303,-4.4693,-2.9737,-0.6659
dsgdb9nsd_056304,-0.1165,-3.2293,1.0724
dsgdb9nsd_056305,-3.3287,-2.2053,2.206
dsgdb9nsd_056307,3.3913,-0.6791,-0.5129
dsgdb9nsd_056311,3.0299,-0.8819,1.1472
dsgdb9nsd_056312,1.2171,1.8595,1.2229
dsgdb9nsd_056314,0.5146,-2.8282,2.5918
dsgdb9nsd_056315,-2.334,-2.3361,1.1668
dsgdb9nsd_056318,3.9575,-4.1676,1.4215
dsgdb9nsd_056319,2.6235,-1.9594,0.0005
dsgdb9nsd_056321,-2.6204,2.4707,-0.9165
dsgdb9nsd_056322,-0.8546,-0.0593,0.107
dsgdb9nsd_056323,-3.9405,2.3799,0.041
dsgdb9nsd_056324,1.8083,-1.1904,-1.653
dsgdb9nsd_056326,2.2357,3.0704,1.3194
dsgdb9nsd_056328,2.3586,-1.4756,-0.0845
dsgdb9nsd_056329,-3.0963,-2.7812,0.8546
dsgdb9nsd_056330,-2.2439,-0.3214,1.463
dsgdb9nsd_056331,-2.5563,-5.8526,0.8991
dsgdb9nsd_056332,5.0058,-4.4377,1.5405
dsgdb9nsd_056333,-3.4239,-2.872,-0.0002
dsgdb9nsd_056335,-3.5269,2.3709,-1.2242
dsgdb9nsd_056336,-1.6875,-0.1931,-0.5797
dsgdb9nsd_056337,-1.4923,1.3935,0.6711
dsgdb9nsd_056340,3.0388,3.4452,2.0131
dsgdb9nsd_056342,-3.0523,-0.5614,0.5421
dsgdb9nsd_056343,21.8738,-1.6138,0.1094
dsgdb9nsd_056346,3.0512,3.8893,0.6579
dsgdb9nsd_056347,3.1796,2.9991,-2.2288
dsgdb9nsd_056348,-2.8162,3.7893,-1.5901
dsgdb9nsd_056350,0.0193,-2.0064,-0.0736
dsgdb9nsd_056353,4.7726,1.2694,-0.3525
dsgdb9nsd_056354,-5.0967,1.2799,1.062
dsgdb9nsd_056355,-3.346,1.3134,0.7041
dsgdb9nsd_056356,-2.6373,3.5428,0.903
dsgdb9nsd_056358,-1.3274,1.7178,1.7173
dsgdb9nsd_056359,-0.3212,-0.144,0.4087
dsgdb9nsd_056363,-2.9651,1.5595,1.9953
dsgdb9nsd_056364,-1.8515,-2.1506,1.1918
dsgdb9nsd_056366,-0.2304,-2.0429,1.4484
dsgdb9nsd_056368,1.0174,-0.5867,2.4942
dsgdb9nsd_056369,1.4146,-2.2679,1.836
dsgdb9nsd_056370,-2.783,-0.4612,2.7018
dsgdb9nsd_056371,-3.2234,2.6859,1.5032
dsgdb9nsd_056375,-2.4555,-1.2972,3.8127
dsgdb9nsd_056376,-2.2783,0.189,4.4393
dsgdb9nsd_056377,-0.5586,0.4556,-0.795
dsgdb9nsd_056378,-2.0728,0.8934,0.8096
dsgdb9nsd_056379,0.3199,0.7164,-1.5257
dsgdb9nsd_056380,-0.9291,-4.4304,0.7914
dsgdb9nsd_056384,1.8241,0.6506,2.1586
dsgdb9nsd_056386,1.0935,2.4439,0.9085
dsgdb9nsd_056388,-2.5183,1.5655,0.3041
dsgdb9nsd_056389,-2.1061,2.6739,0.5601
dsgdb9nsd_056396,-1.5553,0.2352,0.3191
dsgdb9nsd_056397,-0.6391,-0.3811,0.0309
dsgdb9nsd_056398,-1.1357,0.3603,-0.5293
dsgdb9nsd_056401,0.509,-2.4953,-1.1903
dsgdb9nsd_056404,1.0728,3.0339,-0.012
dsgdb9nsd_056405,1.1415,2.4157,-1.1852
dsgdb9nsd_056406,1.5898,-1.0253,-0.8362
dsgdb9nsd_056408,0.6212,1.0874,-1.0761
dsgdb9nsd_056410,2.739,2.5718,-0.2005
dsgdb9nsd_056411,2.7421,1.7267,-1.5519
dsgdb9nsd_056413,-2.7567,-1.9586,0.5001
dsgdb9nsd_056415,-0.0694,0.1183,0.9203
dsgdb9nsd_056416,-1.6374,1.9472,0.4712
dsgdb9nsd_056417,1.163,1.2396,2.4233
dsgdb9nsd_056419,-1.0645,-0.9075,-2.2493
dsgdb9nsd_056420,-3.3691,0.9178,0.9062
dsgdb9nsd_056424,-0.8852,-0.0655,1.2881
dsgdb9nsd_056425,-0.6452,-3.1717,-0.8482
dsgdb9nsd_056427,-0.5114,0.2512,0.4052
dsgdb9nsd_056434,-1.0405,2.1872,-1.5323
dsgdb9nsd_056435,0.6404,0.7984,-1.9235
dsgdb9nsd_056436,1.1566,0.0273,-1.5403
dsgdb9nsd_056438,-4.0057,4.0935,-1.781
dsgdb9nsd_056439,-2.1693,2.929,-2.0584
dsgdb9nsd_056441,-1.3896,-0.7098,1.4013
dsgdb9nsd_056442,1.9718,1.8925,-0.867
dsgdb9nsd_056443,1.9288,0.4228,-1.5536
dsgdb9nsd_056444,-3.9987,1.6376,0.2029
dsgdb9nsd_056445,-2.2275,2.402,0.8885
dsgdb9nsd_056446,-0.7579,1.943,-0.2401
dsgdb9nsd_056447,-0.5604,3.0496,-0.1388
dsgdb9nsd_056448,-2.7197,2.948,0.1109
dsgdb9nsd_056451,-2.2317,-1.1024,0.6264
dsgdb9nsd_056452,-1.945,-0.0086,0.7879
dsgdb9nsd_056454,-0.3573,1.7318,0.6724
dsgdb9nsd_056457,-1.8977,1.4454,-1.0059
dsgdb9nsd_056458,2.6853,2.6554,1.4537
dsgdb9nsd_056461,2.1073,-0.589,-0.2104
dsgdb9nsd_056462,-1.0953,0.9055,0.0256
dsgdb9nsd_056463,-3.8053,3.5779,0.0087
dsgdb9nsd_056464,-0.5922,-0.5318,0.3249
dsgdb9nsd_056465,0.6222,0.4881,1.5885
dsgdb9nsd_056471,0.2225,4.5393,0.048
dsgdb9nsd_056472,2.2792,3.9462,0.3007
dsgdb9nsd_056473,0.5126,-0.8537,0.985
dsgdb9nsd_056474,-0.7825,0.5988,1.2107
dsgdb9nsd_056475,-1.1816,-2.4767,0.4343
dsgdb9nsd_056476,0.5775,0.9592,1.0391
dsgdb9nsd_056478,-1.4633,3.359,-1.1224
dsgdb9nsd_056479,-0.4262,-0.3638,1.2626
dsgdb9nsd_056480,-0.8302,4.8622,1.1839
dsgdb9nsd_056481,1.2519,4.3238,1.4101
dsgdb9nsd_056482,1.1123,0.1267,1.4435
dsgdb9nsd_056483,1.9667,5.0184,0.0789
dsgdb9nsd_056486,-2.7428,-2.939,-0.0664
dsgdb9nsd_056487,0.0634,-0.4968,-0.0214
dsgdb9nsd_056489,-3.1973,-2.7686,1.098
dsgdb9nsd_056490,3.3631,-1.3446,-0.5847
dsgdb9nsd_056491,3.5583,-4.8816,0.0605
dsgdb9nsd_056494,2.2997,-4.8635,0.1907
dsgdb9nsd_056495,-0.4468,1.0237,-0.8098
dsgdb9nsd_056498,2.9105,-3.6932,1.1029
dsgdb9nsd_056499,0.0102,-0.0162,0.0757
dsgdb9nsd_056500,3.2598,-1.1587,0.6981
dsgdb9nsd_056501,2.129,-0.8692,0.8869
dsgdb9nsd_056502,-0.7846,1.1138,-0.5566
dsgdb9nsd_056503,2.865,0.1821,0.141
dsgdb9nsd_056504,-3.3097,0.9856,-0.1188
dsgdb9nsd_056506,-4.5157,1.0869,-0.0522
dsgdb9nsd_056508,-4.2204,2.0822,-0.7945
dsgdb9nsd_056510,-2.06,0.9652,0.0294
dsgdb9nsd_056511,-1.0051,1.1754,0.7967
dsgdb9nsd_056513,2.6308,-1.9542,1.2486
dsgdb9nsd_056517,-3.3134,1.0366,-0.1347
dsgdb9nsd_056518,-3.9034,-0.3665,0.5496
dsgdb9nsd_056519,5.3327,-0.1918,0.3315
dsgdb9nsd_056520,-1.9757,-0.9896,0.6298
dsgdb9nsd_056521,5.0363,-1.5653,0.9728
dsgdb9nsd_056522,-0.4806,-1.5209,0.966
dsgdb9nsd_056523,2.6728,-2.51,-1.2162
dsgdb9nsd_056525,-3.5894,0.8333,0.1764
dsgdb9nsd_056526,-2.9445,-2.1924,0.3182
dsgdb9nsd_056527,1.0631,-5.1598,-0.4377
dsgdb9nsd_056528,3.9279,-1.1295,0.6914
dsgdb9nsd_056529,0.1052,-0.2271,0.6727
dsgdb9nsd_056530,0.7333,-1.6135,1.2117
dsgdb9nsd_056532,-2.5566,-0.6794,1.4051
dsgdb9nsd_056533,-1.5352,-0.5611,0.6264
dsgdb9nsd_056535,-0.6008,0.9256,1.5648
dsgdb9nsd_056536,3.404,-1.0366,0.8971
dsgdb9nsd_056537,3.1071,0.7499,-0.7283
dsgdb9nsd_056538,0.7203,2.1103,1.5327
dsgdb9nsd_056539,-3.0461,2.9147,1.001
dsgdb9nsd_056540,0.639,-0.39,-2.3345
dsgdb9nsd_056545,0.6738,-2.5378,1.9774
dsgdb9nsd_056546,0.4248,-3.2054,1.1697
dsgdb9nsd_056547,0.3562,3.9169,-1.885
dsgdb9nsd_056548,0.4625,-2.0193,-2.1215
dsgdb9nsd_056549,-2.7332,-1.091,-2.4257
dsgdb9nsd_056552,2.1093,1.3284,3.4193
dsgdb9nsd_056553,-2.2984,-1.5665,2.6942
dsgdb9nsd_056558,-2.5709,0.0098,-2.7592
dsgdb9nsd_056559,-3.2718,-0.1363,-3.8089
dsgdb9nsd_056560,1.0931,3.1772,0.9071
dsgdb9nsd_056562,1.7431,2.6468,1.0035
dsgdb9nsd_056565,4.8449,2.393,0.8448
dsgdb9nsd_056566,-5.0506,3.1851,0.6092
dsgdb9nsd_056568,-1.6357,2.9726,1.6128
dsgdb9nsd_056570,1.4576,0.2078,0.3292
dsgdb9nsd_056571,0.7372,0.2942,-0.6784
dsgdb9nsd_056572,-1.3124,1.4978,-0.5803
dsgdb9nsd_056573,1.7808,-1.025,-0.6208
dsgdb9nsd_056575,-0.622,-3.7707,0.5204
dsgdb9nsd_056576,1.2478,4.7431,-0.3351
dsgdb9nsd_056577,0.9383,-2.9416,0.7464
dsgdb9nsd_056579,-1.4669,0.6723,-0.1796
dsgdb9nsd_056581,-2.6648,2.7117,-1.2392
dsgdb9nsd_056582,-4.253,1.5794,-1.8706
dsgdb9nsd_056583,-3.1507,1.885,2.0526
dsgdb9nsd_056584,2.5904,-3.3701,-1.2976
dsgdb9nsd_056586,-2.5451,0.9016,1.2672
dsgdb9nsd_056587,4.8247,-0.2659,-0.3929
dsgdb9nsd_056588,0.0143,0.791,-0.9495
dsgdb9nsd_056589,-1.01,2.8791,-0.5566
dsgdb9nsd_056590,-1.7284,-0.5061,-1.0856
dsgdb9nsd_056591,-3.5822,0.2073,0.1807
dsgdb9nsd_056593,-4.9874,2.5968,0.6608
dsgdb9nsd_056595,-3.6904,1.4281,1.73
dsgdb9nsd_056597,-5.559,-0.9778,-0.8265
dsgdb9nsd_056599,-2.928,0.8307,0.0707
